date,region,category,orders_count,gross_amount,discounts,returns_refund,margin_cost,net_revenue,cancellations
2026-07-21,North,Apparel,192,11520.0,576.0,460.8,6681.6,10483.2,3
2026-07-21,South,Electronics,166,19920.0,996.0,3585.6,11553.6,15338.4,3
2026-07-21,South,Home & Living,183,10980.0,549.0,439.2,6368.4,9991.8,3
2026-07-21,South,EV Accessories,170,14450.0,722.5,578.0,8381.0,13149.5,3
2026-07-21,South,Apparel,206,12360.0,618.0,494.4,7168.8,11247.6,4
2026-07-22,West,Electronics,220,26400.0,1320.0,4752.0,15312.0,20328.0,4
2026-07-22,West,Home & Living,204,12240.0,612.0,489.6,7099.2,11138.4,4
2026-07-22,West,EV Accessories,151,12835.0,641.75,513.4,7444.3,11679.85,3
2026-07-22,West,Apparel,164,9840.0,492.0,393.6,5707.2,8954.4,3
2026-07-22,East,Electronics,159,19080.0,954.0,3434.4,11066.4,14691.6,3
2026-07-22,East,Home & Living,169,10140.0,507.0,405.6,5881.2,9227.4,3
2026-07-22,East,EV Accessories,219,18615.0,930.75,744.6,10796.7,16939.65,4
2026-07-22,East,Apparel,154,9240.0,462.0,369.6,5359.2,8408.4,3
2026-07-22,North,Electronics,197,23640.0,1182.0,4255.2,13711.2,18202.8,3
2026-07-22,North,Home & Living,220,13200.0,660.0,528.0,7656.0,12012.0,4
2026-07-22,North,EV Accessories,168,14280.0,714.0,571.2,8282.4,12994.8,3
2026-07-22,North,Apparel,205,12300.0,615.0,492.0,7134.0,11193.0,4
2026-07-22,South,Electronics,166,19920.0,996.0,3585.6,11553.6,15338.4,3
2026-07-22,South,Home & Living,155,9300.0,465.0,372.0,5394.0,8463.0,3
2026-07-22,South,EV Accessories,189,16065.0,803.25,642.6,9317.7,14619.15,3
2026-07-22,South,Apparel,196,11760.0,588.0,470.4,6820.8,10701.6,3
2026-07-23,West,Electronics,155,18600.0,930.0,3348.0,10788.0,14322.0,3
2026-07-23,West,Home & Living,195,11700.0,585.0,468.0,6786.0,10647.0,3
2026-07-23,West,EV Accessories,176,14960.0,748.0,598.4,8676.8,13613.6,3
2026-07-23,West,Apparel,181,10860.0,543.0,434.4,6298.8,9882.6,3
2026-07-23,East,Electronics,163,19560.0,978.0,3520.8,11344.8,15061.2,3
2026-07-23,East,Home & Living,195,11700.0,585.0,468.0,6786.0,10647.0,3
2026-07-23,East,EV Accessories,202,17170.0,858.5,686.8,9958.6,15624.7,4
2026-07-23,East,Apparel,169,10140.0,507.0,405.6,5881.2,9227.4,3
2026-07-23,North,Electronics,180,21600.0,1080.0,3888.0,12528.0,16632.0,3
2026-07-23,North,Home & Living,170,10200.0,510.0,408.0,5916.0,9282.0,3
2026-07-23,North,EV Accessories,172,14620.0,731.0,584.8,8479.6,13304.2,3
2026-07-23,North,Apparel,202,12120.0,606.0,484.8,7029.6,11029.2,4
2026-07-23,South,Electronics,153,18360.0,918.0,3304.8,10648.8,14137.2,3
2026-07-23,South,Home & Living,172,10320.0,516.0,412.8,5985.6,9391.2,3
2026-07-23,South,EV Accessories,192,16320.0,816.0,652.8,9465.6,14851.2,3
2026-07-23,South,Apparel,202,12120.0,606.0,484.8,7029.6,11029.2,4
2026-07-24,West,Electronics,181,21720.0,1086.0,868.8,12597.6,19765.2,3
2026-07-24,West,Home & Living,184,11040.0,552.0,441.6,6403.2,10046.4,3
2026-07-24,West,EV Accessories,170,14450.0,722.5,578.0,8381.0,13149.5,3
2026-07-24,West,Apparel,163,9780.0,489.0,391.2,5672.4,8899.8,3
2026-07-24,East,Electronics,198,23760.0,1188.0,950.4,13780.8,21621.6,3
2026-07-24,East,Home & Living,154,9240.0,462.0,369.6,5359.2,8408.4,3
2026-07-24,East,EV Accessories,210,17850.0,892.5,714.0,10353.0,16243.5,4
2026-07-24,East,Apparel,178,10680.0,534.0,427.2,6194.4,9718.8,3
2026-07-24,North,Electronics,175,21000.0,1050.0,840.0,12180.0,19110.0,3
2026-07-24,North,Home & Living,208,12480.0,624.0,499.2,7238.4,11356.8,4
2026-07-24,North,EV Accessories,194,16490.0,824.5,659.6,9564.2,15005.9,3
2026-07-24,North,Apparel,189,11340.0,567.0,453.6,6577.2,10319.4,3
2026-07-24,South,Electronics,179,21480.0,1074.0,859.2,12458.4,19546.8,3
2026-07-24,South,Home & Living,178,10680.0,534.0,427.2,6194.4,9718.8,3
2026-07-24,South,EV Accessories,153,13005.0,650.25,520.2,7542.9,11834.55,3
2026-07-24,South,Apparel,174,10440.0,522.0,417.6,6055.2,9500.4,3
2026-07-25,West,Electronics,170,20400.0,1020.0,816.0,11832.0,18564.0,3
2026-07-25,West,Home & Living,163,9780.0,489.0,391.2,5672.4,8899.8,3
2026-07-25,West,EV Accessories,157,13345.0,667.25,533.8,7740.1,12143.95,3
2026-07-25,West,Apparel,134,8040.0,402.0,321.6,4663.2,7316.4,2
2026-07-25,East,Electronics,157,18840.0,942.0,753.6,10927.2,17144.4,3
2026-07-25,East,Home & Living,164,9840.0,492.0,393.6,5707.2,8954.4,3
2026-07-25,East,EV Accessories,182,15470.0,773.5,618.8,8972.6,14077.7,3
2026-07-25,East,Apparel,170,10200.0,510.0,408.0,5916.0,9282.0,3
2026-07-25,North,Electronics,185,22200.0,1110.0,888.0,12876.0,20202.0,3
2026-07-25,North,Home & Living,163,9780.0,489.0,391.2,5672.4,8899.8,3
2026-07-25,North,EV Accessories,130,11050.0,552.5,442.0,6409.0,10055.5,2
2026-07-25,North,Apparel,139,8340.0,417.0,333.6,4837.2,7589.4,2
2026-07-25,South,Electronics,155,18600.0,930.0,744.0,10788.0,16926.0,3
2026-07-25,South,Home & Living,146,8760.0,438.0,350.4,5080.8,7971.6,2
2026-07-25,South,EV Accessories,155,13175.0,658.75,527.0,7641.5,11989.25,3
2026-07-25,South,Apparel,130,7800.0,390.0,312.0,4524.0,7098.0,2
2026-07-26,West,Electronics,138,16560.0,828.0,662.4,9604.8,15069.6,2
2026-07-26,West,Home & Living,174,10440.0,522.0,417.6,6055.2,9500.4,3
2026-07-26,West,EV Accessories,164,13940.0,697.0,557.6,8085.2,12685.4,3
2026-07-26,West,Apparel,161,9660.0,483.0,386.4,5602.8,8790.6,3
2026-07-26,East,Electronics,174,20880.0,1044.0,835.2,12110.4,19000.8,3
2026-07-26,East,Home & Living,182,10920.0,546.0,436.8,6333.6,9937.2,3
2026-07-26,East,EV Accessories,139,11815.0,590.75,472.6,6852.7,10751.65,2
2026-07-26,East,Apparel,169,10140.0,507.0,405.6,5881.2,9227.4,3
2026-07-26,North,Electronics,147,17640.0,882.0,705.6,10231.2,16052.4,2
2026-07-26,North,Home & Living,154,9240.0,462.0,369.6,5359.2,8408.4,3
2026-07-26,North,EV Accessories,131,11135.0,556.75,445.4,6458.3,10132.85,2
2026-07-26,North,Apparel,174,10440.0,522.0,417.6,6055.2,9500.4,3
2026-07-26,South,Electronics,127,15240.0,762.0,609.6,8839.2,13868.4,2
2026-07-26,South,Home & Living,183,10980.0,549.0,439.2,6368.4,9991.8,3
2026-07-26,South,EV Accessories,185,15725.0,786.25,629.0,9120.5,14309.75,3
2026-07-26,South,Apparel,148,8880.0,444.0,355.2,5150.4,8080.8,2
2026-07-27,West,Electronics,196,23520.0,1176.0,940.8,13641.6,21403.2,3
2026-07-27,West,Home & Living,205,12300.0,615.0,492.0,7134.0,11193.0,4
2026-07-27,West,EV Accessories,158,13430.0,671.5,537.2,7789.4,12221.3,3
2026-07-27,West,Apparel,192,11520.0,576.0,460.8,6681.6,10483.2,3
2026-07-27,East,Electronics,190,22800.0,1140.0,912.0,13224.0,20748.0,3
2026-07-27,East,Home & Living,165,9900.0,495.0,396.0,5742.0,9009.0,3
2026-07-27,East,EV Accessories,188,15980.0,799.0,639.2,9268.4,14541.8,3
2026-07-27,East,Apparel,214,12840.0,642.0,513.6,7447.2,11684.4,4
2026-07-27,North,Electronics,189,22680.0,1134.0,907.2,13154.4,20638.8,3
2026-07-27,North,Home & Living,202,12120.0,606.0,484.8,7029.6,11029.2,4
2026-07-27,North,EV Accessories,191,16235.0,811.75,649.4,9416.3,14773.85,3
2026-07-27,North,Apparel,201,12060.0,603.0,482.4,6994.8,10974.6,4
2026-07-27,South,Electronics,187,22440.0,1122.0,897.6,13015.2,20420.4,3
2026-07-27,South,Home & Living,220,13200.0,660.0,528.0,7656.0,12012.0,4
2026-07-27,South,EV Accessories,166,14110.0,705.5,564.4,8183.8,12840.1,3
2026-07-27,South,Apparel,174,10440.0,522.0,417.6,6055.2,9500.4,3
2026-07-28,West,Electronics,203,24360.0,1218.0,974.4,14128.8,22167.6,4
2026-07-28,West,Home & Living,198,11880.0,594.0,475.2,6890.4,10810.8,3
2026-07-28,West,EV Accessories,172,14620.0,731.0,584.8,8479.6,13304.2,3
2026-07-28,West,Apparel,188,11280.0,564.0,451.2,6542.4,10264.8,3
2026-07-28,East,Electronics,201,24120.0,1206.0,964.8,13989.6,21949.2,4
2026-07-28,East,Home & Living,220,13200.0,660.0,528.0,7656.0,12012.0,4
2026-07-28,East,EV Accessories,150,12750.0,637.5,510.0,7395.0,11602.5,3
2026-07-28,East,Apparel,188,11280.0,564.0,451.2,6542.4,10264.8,3
2026-07-28,North,Electronics,186,22320.0,1116.0,892.8,12945.6,20311.2,3
2026-07-28,North,Home & Living,176,10560.0,528.0,422.4,6124.8,9609.6,3
2026-07-28,North,EV Accessories,205,17425.0,871.25,697.0,10106.5,15856.75,4
2026-07-28,North,Apparel,191,11460.0,573.0,458.4,6646.8,10428.6,3
2026-07-28,South,Electronics,209,25080.0,1254.0,1003.2,14546.4,22822.8,4
2026-07-28,South,Home & Living,206,12360.0,618.0,494.4,7168.8,11247.6,4
2026-07-28,South,EV Accessories,206,17510.0,875.5,700.4,10155.8,15934.1,4
2026-07-28,South,Apparel,177,10620.0,531.0,424.8,6159.6,9664.2,3
2026-07-29,West,Electronics,215,25800.0,1290.0,1032.0,14964.0,23478.0,4
2026-07-29,West,Home & Living,210,12600.0,630.0,504.0,7308.0,11466.0,4
2026-07-29,West,EV Accessories,171,14535.0,726.75,581.4,8430.3,13226.85,3
2026-07-29,West,Apparel,160,9600.0,480.0,384.0,5568.0,8736.0,3
2026-07-29,East,Electronics,186,22320.0,1116.0,892.8,12945.6,20311.2,3
2026-07-29,East,Home & Living,215,12900.0,645.0,516.0,7482.0,11739.0,4
2026-07-29,East,EV Accessories,192,16320.0,816.0,652.8,9465.6,14851.2,3
2026-07-29,East,Apparel,161,9660.0,483.0,386.4,5602.8,8790.6,3
2026-07-29,North,Electronics,180,21600.0,1080.0,864.0,12528.0,19656.0,3
2026-07-29,North,Home & Living,189,11340.0,567.0,453.6,6577.2,10319.4,3
2026-07-29,North,EV Accessories,178,15130.0,756.5,605.2,8775.4,13768.3,3
2026-07-29,North,Apparel,175,10500.0,525.0,420.0,6090.0,9555.0,3
2026-07-29,South,Electronics,168,20160.0,1008.0,806.4,11692.8,18345.6,3
2026-07-29,South,Home & Living,153,9180.0,459.0,367.2,5324.4,8353.8,3
2026-07-29,South,EV Accessories,155,13175.0,658.75,527.0,7641.5,11989.25,3
2026-07-29,South,Apparel,181,10860.0,543.0,434.4,6298.8,9882.6,3
2026-07-30,West,Electronics,210,25200.0,1260.0,1008.0,14616.0,22932.0,4
2026-07-30,West,Home & Living,159,9540.0,477.0,381.6,5533.2,8681.4,3
2026-07-30,West,EV Accessories,208,17680.0,884.0,707.2,10254.4,16088.8,4
2026-07-30,West,Apparel,203,12180.0,609.0,487.2,7064.4,11083.8,4
2026-07-30,East,Electronics,174,20880.0,1044.0,835.2,12110.4,19000.8,3
2026-07-30,East,Home & Living,199,11940.0,597.0,477.6,6925.2,10865.4,3
2026-07-30,East,EV Accessories,213,18105.0,905.25,724.2,10500.9,16475.55,4
2026-07-30,East,Apparel,201,12060.0,603.0,482.4,6994.8,10974.6,4
2026-07-30,North,Electronics,181,21720.0,1086.0,868.8,12597.6,19765.2,3
2026-07-30,North,Home & Living,168,10080.0,504.0,403.2,5846.4,9172.8,3
2026-07-30,North,EV Accessories,150,12750.0,637.5,510.0,7395.0,11602.5,3
2026-07-30,North,Apparel,163,9780.0,489.0,391.2,5672.4,8899.8,3
2026-07-30,South,Electronics,204,24480.0,1224.0,979.2,14198.4,22276.8,4
2026-07-30,South,Home & Living,178,10680.0,534.0,427.2,6194.4,9718.8,3
2026-07-30,South,EV Accessories,172,14620.0,731.0,584.8,8479.6,13304.2,3
2026-07-30,South,Apparel,216,12960.0,648.0,518.4,7516.8,11793.6,4
2026-07-31,West,Electronics,209,25080.0,1254.0,1003.2,14546.4,22822.8,4
2026-07-31,West,Home & Living,156,9360.0,468.0,374.4,5428.8,8517.6,3
2026-07-31,West,EV Accessories,181,15385.0,769.25,615.4,8923.3,14000.35,3
2026-07-31,West,Apparel,165,9900.0,495.0,396.0,5742.0,9009.0,3
2026-07-31,East,Electronics,208,24960.0,1248.0,998.4,14476.8,22713.6,4
2026-07-31,East,Home & Living,167,10020.0,501.0,400.8,5811.6,9118.2,3
2026-07-31,East,EV Accessories,209,17765.0,888.25,710.6,10303.7,16166.15,4
2026-07-31,East,Apparel,217,13020.0,651.0,520.8,7551.6,11848.2,4
2026-07-31,North,Electronics,190,22800.0,1140.0,912.0,13224.0,20748.0,3
2026-07-31,North,Home & Living,206,12360.0,618.0,494.4,7168.8,11247.6,4
2026-07-31,North,EV Accessories,214,18190.0,909.5,727.6,10550.2,16552.9,4
2026-07-31,North,Apparel,204,12240.0,612.0,489.6,7099.2,11138.4,4
2026-07-31,South,Electronics,220,26400.0,1320.0,1056.0,15312.0,24024.0,4
2026-07-31,South,Home & Living,207,12420.0,621.0,496.8,7203.6,11302.2,4
2026-07-31,South,EV Accessories,170,14450.0,722.5,578.0,8381.0,13149.5,3
2026-07-31,South,Apparel,210,12600.0,630.0,504.0,7308.0,11466.0,4
2026-08-01,West,Electronics,175,21000.0,1050.0,840.0,12180.0,19110.0,3
2026-08-01,West,Home & Living,155,9300.0,465.0,372.0,5394.0,8463.0,3
2026-08-01,West,EV Accessories,153,13005.0,650.25,520.2,7542.9,11834.55,3
2026-08-01,West,Apparel,157,9420.0,471.0,376.8,5463.6,8572.2,3
2026-08-01,East,Electronics,183,21960.0,1098.0,878.4,12736.8,19983.6,3
2026-08-01,East,Home & Living,180,10800.0,540.0,432.0,6264.0,9828.0,3
2026-08-01,East,EV Accessories,153,13005.0,650.25,520.2,7542.9,11834.55,3
2026-08-01,East,Apparel,157,9420.0,471.0,376.8,5463.6,8572.2,3
2026-08-01,North,Electronics,175,21000.0,1050.0,840.0,12180.0,19110.0,3
2026-08-01,North,Home & Living,135,8100.0,405.0,324.0,4698.0,7371.0,2
2026-08-01,North,EV Accessories,158,13430.0,671.5,537.2,7789.4,12221.3,3
2026-08-01,North,Apparel,153,9180.0,459.0,367.2,5324.4,8353.8,3
2026-08-01,South,Electronics,156,18720.0,936.0,748.8,10857.6,17035.2,3
2026-08-01,South,Home & Living,163,9780.0,489.0,391.2,5672.4,8899.8,3
2026-08-01,South,EV Accessories,161,13685.0,684.25,547.4,7937.3,12453.35,3
2026-08-01,South,Apparel,186,11160.0,558.0,446.4,6472.8,10155.6,3
2026-08-02,West,Electronics,136,16320.0,816.0,652.8,9465.6,14851.2,2
2026-08-02,West,Home & Living,141,8460.0,423.0,338.4,4906.8,7698.6,2
2026-08-02,West,EV Accessories,143,12155.0,607.75,486.2,7049.9,11061.05,2
2026-08-02,West,Apparel,152,9120.0,456.0,364.8,5289.6,8299.2,3
2026-08-02,East,Electronics,169,20280.0,1014.0,811.2,11762.4,18454.8,3
2026-08-02,East,Home & Living,143,8580.0,429.0,343.2,4976.4,7807.8,2
2026-08-02,East,EV Accessories,150,12750.0,637.5,510.0,7395.0,11602.5,3
2026-08-02,East,Apparel,134,8040.0,402.0,321.6,4663.2,7316.4,2
2026-08-02,North,Electronics,172,20640.0,1032.0,825.6,11971.2,18782.4,3
2026-08-02,North,Home & Living,171,10260.0,513.0,410.4,5950.8,9336.6,3
2026-08-02,North,EV Accessories,163,13855.0,692.75,554.2,8035.9,12608.05,3
2026-08-02,North,Apparel,186,11160.0,558.0,446.4,6472.8,10155.6,3
2026-08-02,South,Electronics,177,21240.0,1062.0,849.6,12319.2,19328.4,3
2026-08-02,South,Home & Living,172,10320.0,516.0,412.8,5985.6,9391.2,3
2026-08-02,South,EV Accessories,133,11305.0,565.25,452.2,6556.9,10287.55,2
2026-08-02,South,Apparel,149,8940.0,447.0,357.6,5185.2,8135.4,2
2026-08-03,West,Electronics,203,24360.0,1218.0,974.4,14128.8,22167.6,4
2026-08-03,West,Home & Living,199,11940.0,597.0,477.6,6925.2,10865.4,3
2026-08-03,West,EV Accessories,152,12920.0,646.0,516.8,7493.6,11757.2,3
2026-08-03,West,Apparel,198,11880.0,594.0,475.2,6890.4,10810.8,3
2026-08-03,East,Electronics,211,25320.0,1266.0,1012.8,14685.6,23041.2,4
2026-08-03,East,Home & Living,150,9000.0,450.0,360.0,5220.0,8190.0,3
2026-08-03,East,EV Accessories,195,16575.0,828.75,663.0,9613.5,15083.25,3
2026-08-03,East,Apparel,188,11280.0,564.0,451.2,6542.4,10264.8,3
2026-08-03,North,Electronics,199,23880.0,1194.0,955.2,13850.4,21730.8,3
2026-08-03,North,Home & Living,203,12180.0,609.0,487.2,7064.4,11083.8,4
2026-08-03,North,EV Accessories,218,18530.0,926.5,741.2,10747.4,16862.3,4
2026-08-03,North,Apparel,219,13140.0,657.0,525.6,7621.2,11957.4,4
2026-08-03,South,Electronics,178,21360.0,1068.0,854.4,12388.8,19437.6,3
2026-08-03,South,Home & Living,212,12720.0,636.0,508.8,7377.6,11575.2,4
2026-08-03,South,EV Accessories,178,15130.0,756.5,605.2,8775.4,13768.3,3
2026-08-03,South,Apparel,184,11040.0,552.0,441.6,6403.2,10046.4,3
2026-08-04,West,Electronics,205,24600.0,1230.0,984.0,14268.0,22386.0,4
2026-08-04,West,Home & Living,212,12720.0,636.0,508.8,7377.6,11575.2,4
2026-08-04,West,EV Accessories,153,13005.0,650.25,520.2,7542.9,11834.55,3
2026-08-04,West,Apparel,199,11940.0,597.0,477.6,6925.2,10865.4,3
2026-08-04,East,Electronics,193,23160.0,1158.0,926.4,13432.8,21075.6,3
2026-08-04,East,Home & Living,201,12060.0,603.0,482.4,6994.8,10974.6,4
2026-08-04,East,EV Accessories,171,14535.0,726.75,581.4,8430.3,13226.85,3
2026-08-04,East,Apparel,209,12540.0,627.0,501.6,7273.2,11411.4,4
2026-08-04,North,Electronics,166,19920.0,996.0,796.8,11553.6,18127.2,3
2026-08-04,North,Home & Living,218,13080.0,654.0,523.2,7586.4,11902.8,4
2026-08-04,North,EV Accessories,153,13005.0,650.25,520.2,7542.9,11834.55,3
2026-08-04,North,Apparel,200,12000.0,600.0,480.0,6960.0,10920.0,4
2026-08-04,South,Electronics,153,18360.0,918.0,734.4,10648.8,16707.6,3
2026-08-04,South,Home & Living,160,9600.0,480.0,384.0,5568.0,8736.0,3
2026-08-04,South,EV Accessories,204,17340.0,867.0,693.6,10057.2,15779.4,4
2026-08-04,South,Apparel,167,10020.0,501.0,400.8,5811.6,9118.2,3
2026-08-05,West,Electronics,209,25080.0,1254.0,1003.2,14546.4,22822.8,4
2026-08-05,West,Home & Living,173,10380.0,519.0,415.2,6020.4,9445.8,3
2026-08-05,West,EV Accessories,156,13260.0,663.0,530.4,7690.8,12066.6,3
2026-08-05,West,Apparel,183,10980.0,549.0,439.2,6368.4,9991.8,3
2026-08-05,East,Electronics,198,23760.0,1188.0,950.4,13780.8,21621.6,3
2026-08-05,East,Home & Living,191,11460.0,573.0,458.4,6646.8,10428.6,3
2026-08-05,East,EV Accessories,177,15045.0,752.25,601.8,8726.1,13690.95,3
2026-08-05,East,Apparel,208,12480.0,624.0,499.2,7238.4,11356.8,4
2026-08-05,North,Electronics,191,22920.0,1146.0,916.8,13293.6,20857.2,3
2026-08-05,North,Home & Living,193,11580.0,579.0,463.2,6716.4,10537.8,3
2026-08-05,North,EV Accessories,198,16830.0,841.5,673.2,9761.4,15315.3,3
2026-08-05,North,Apparel,185,11100.0,555.0,444.0,6438.0,10101.0,3
2026-08-05,South,Electronics,203,24360.0,1218.0,974.4,14128.8,22167.6,4
2026-08-05,South,Home & Living,182,10920.0,546.0,436.8,6333.6,9937.2,3
2026-08-05,South,EV Accessories,160,13600.0,680.0,544.0,7888.0,12376.0,3
2026-08-05,South,Apparel,210,12600.0,630.0,504.0,7308.0,11466.0,4
2026-08-06,West,Electronics,152,18240.0,912.0,729.6,10579.2,16598.4,3
2026-08-06,West,Home & Living,219,13140.0,657.0,525.6,7621.2,11957.4,4
2026-08-06,West,EV Accessories,156,13260.0,663.0,530.4,7690.8,12066.6,3
2026-08-06,West,Apparel,194,11640.0,582.0,465.6,6751.2,10592.4,3
2026-08-06,East,Electronics,178,21360.0,1068.0,854.4,12388.8,19437.6,3
2026-08-06,East,Home & Living,158,9480.0,474.0,379.2,5498.4,8626.8,3
2026-08-06,East,EV Accessories,155,13175.0,658.75,527.0,7641.5,11989.25,3
2026-08-06,East,Apparel,153,9180.0,459.0,367.2,5324.4,8353.8,3
2026-08-06,North,Electronics,181,21720.0,1086.0,868.8,12597.6,19765.2,3
2026-08-06,North,Home & Living,175,10500.0,525.0,420.0,6090.0,9555.0,3
2026-08-06,North,EV Accessories,152,12920.0,646.0,516.8,7493.6,11757.2,3
2026-08-06,North,Apparel,169,10140.0,507.0,405.6,5881.2,9227.4,3
2026-08-06,South,Electronics,180,21600.0,1080.0,864.0,12528.0,19656.0,3
2026-08-06,South,Home & Living,166,9960.0,498.0,398.4,5776.8,9063.6,3
2026-08-06,South,EV Accessories,210,17850.0,892.5,714.0,10353.0,16243.5,4
2026-08-06,South,Apparel,164,9840.0,492.0,393.6,5707.2,8954.4,3
2026-08-07,West,Electronics,177,21240.0,1062.0,849.6,12319.2,19328.4,3
2026-08-07,West,Home & Living,209,12540.0,627.0,501.6,7273.2,11411.4,4
2026-08-07,West,EV Accessories,182,15470.0,773.5,618.8,8972.6,14077.7,3
2026-08-07,West,Apparel,197,11820.0,591.0,472.8,6855.6,10756.2,3
2026-08-07,East,Electronics,171,20520.0,1026.0,820.8,11901.6,18673.2,3
2026-08-07,East,Home & Living,164,9840.0,492.0,393.6,5707.2,8954.4,3
2026-08-07,East,EV Accessories,170,14450.0,722.5,578.0,8381.0,13149.5,3
2026-08-07,East,Apparel,189,11340.0,567.0,453.6,6577.2,10319.4,3
2026-08-07,North,Electronics,163,19560.0,978.0,782.4,11344.8,17799.6,3
2026-08-07,North,Home & Living,153,9180.0,459.0,367.2,5324.4,8353.8,3
2026-08-07,North,EV Accessories,189,16065.0,803.25,642.6,9317.7,14619.15,3
2026-08-07,North,Apparel,198,11880.0,594.0,475.2,6890.4,10810.8,3
2026-08-07,South,Electronics,200,24000.0,1200.0,960.0,13920.0,21840.0,4
2026-08-07,South,Home & Living,175,10500.0,525.0,420.0,6090.0,9555.0,3
2026-08-07,South,EV Accessories,159,13515.0,675.75,540.6,7838.7,12298.65,3
2026-08-07,South,Apparel,181,10860.0,543.0,434.4,6298.8,9882.6,3
2026-08-08,West,Electronics,138,16560.0,828.0,662.4,9604.8,15069.6,2
2026-08-08,West,Home & Living,159,9540.0,477.0,381.6,5533.2,8681.4,3
2026-08-08,West,EV Accessories,140,11900.0,595.0,476.0,6902.0,10829.0,2
2026-08-08,West,Apparel,131,7860.0,393.0,314.4,4558.8,7152.6,2
2026-08-08,East,Electronics,164,19680.0,984.0,787.2,11414.4,17908.8,3
2026-08-08,East,Home & Living,185,11100.0,555.0,444.0,6438.0,10101.0,3
2026-08-08,East,EV Accessories,173,14705.0,735.25,588.2,8528.9,13381.55,3
2026-08-08,East,Apparel,167,10020.0,501.0,400.8,5811.6,9118.2,3
2026-08-08,North,Electronics,134,16080.0,804.0,643.2,9326.4,14632.8,2
2026-08-08,North,Home & Living,181,10860.0,543.0,434.4,6298.8,9882.6,3
2026-08-08,North,EV Accessories,164,13940.0,697.0,557.6,8085.2,12685.4,3
2026-08-08,North,Apparel,128,7680.0,384.0,307.2,4454.4,6988.8,2
2026-08-08,South,Electronics,172,20640.0,1032.0,825.6,11971.2,18782.4,3
2026-08-08,South,Home & Living,180,10800.0,540.0,432.0,6264.0,9828.0,3
2026-08-08,South,EV Accessories,138,11730.0,586.5,469.2,6803.4,10674.3,2
2026-08-08,South,Apparel,174,10440.0,522.0,417.6,6055.2,9500.4,3
2026-08-09,West,Electronics,166,19920.0,996.0,796.8,11553.6,18127.2,3
2026-08-09,West,Home & Living,176,10560.0,528.0,422.4,6124.8,9609.6,3
2026-08-09,West,EV Accessories,143,12155.0,607.75,486.2,7049.9,11061.05,2
2026-08-09,West,Apparel,174,10440.0,522.0,417.6,6055.2,9500.4,3
2026-08-09,East,Electronics,146,17520.0,876.0,700.8,10161.6,15943.2,2
2026-08-09,East,Home & Living,183,10980.0,549.0,439.2,6368.4,9991.8,3
2026-08-09,East,EV Accessories,156,13260.0,663.0,530.4,7690.8,12066.6,3
2026-08-09,East,Apparel,185,11100.0,555.0,444.0,6438.0,10101.0,3
2026-08-09,North,Electronics,179,21480.0,1074.0,859.2,12458.4,19546.8,3
2026-08-09,North,Home & Living,177,10620.0,531.0,424.8,6159.6,9664.2,3
2026-08-09,North,EV Accessories,174,14790.0,739.5,591.6,8578.2,13458.9,3
2026-08-09,North,Apparel,156,9360.0,468.0,374.4,5428.8,8517.6,3
2026-08-09,South,Electronics,162,19440.0,972.0,777.6,11275.2,17690.4,3
2026-08-09,South,Home & Living,153,9180.0,459.0,367.2,5324.4,8353.8,3
2026-08-09,South,EV Accessories,136,11560.0,578.0,462.4,6704.8,10519.6,2
2026-08-09,South,Apparel,157,9420.0,471.0,376.8,5463.6,8572.2,3
2026-08-10,West,Electronics,207,24840.0,1242.0,993.6,14407.2,22604.4,4
2026-08-10,West,Home & Living,181,10860.0,543.0,434.4,6298.8,9882.6,3
2026-08-10,West,EV Accessories,209,17765.0,888.25,710.6,10303.7,16166.15,4
2026-08-10,West,Apparel,198,11880.0,594.0,475.2,6890.4,10810.8,3
2026-08-10,East,Electronics,193,23160.0,1158.0,926.4,13432.8,21075.6,3
2026-08-10,East,Home & Living,153,9180.0,459.0,367.2,5324.4,8353.8,3
2026-08-10,East,EV Accessories,213,18105.0,905.25,724.2,10500.9,16475.55,4
2026-08-10,East,Apparel,191,11460.0,573.0,458.4,6646.8,10428.6,3
2026-08-10,North,Electronics,173,20760.0,1038.0,830.4,12040.8,18891.6,3
2026-08-10,North,Home & Living,212,12720.0,636.0,508.8,7377.6,11575.2,4
2026-08-10,North,EV Accessories,177,15045.0,752.25,601.8,8726.1,13690.95,3
2026-08-10,North,Apparel,195,11700.0,585.0,468.0,6786.0,10647.0,3
2026-08-10,South,Electronics,183,21960.0,1098.0,878.4,12736.8,19983.6,3
2026-08-10,South,Home & Living,193,11580.0,579.0,463.2,6716.4,10537.8,3
2026-08-10,South,EV Accessories,185,15725.0,786.25,629.0,9120.5,14309.75,3
2026-08-10,South,Apparel,185,11100.0,555.0,444.0,6438.0,10101.0,3
2026-08-11,West,Electronics,151,18120.0,906.0,724.8,10509.6,16489.2,3
2026-08-11,West,Home & Living,216,12960.0,648.0,518.4,7516.8,11793.6,4
2026-08-11,West,EV Accessories,174,14790.0,739.5,591.6,8578.2,13458.9,3
2026-08-11,West,Apparel,160,9600.0,480.0,384.0,5568.0,8736.0,3
2026-08-11,East,Electronics,180,21600.0,1080.0,864.0,12528.0,19656.0,3
2026-08-11,East,Home & Living,202,12120.0,606.0,484.8,7029.6,11029.2,4
2026-08-11,East,EV Accessories,212,18020.0,901.0,720.8,10451.6,16398.2,4
